personnel_id,snapshot_month,training_module_id,training_module_name,training_status,completion_percentage,training_completion_date,training_due_date
P0026,2024-06,TRN003,Workplace Harassment Prevention,In Progress,83,,2024-06-29
P0026,2024-06,TRN004,Ethics & Compliance Fundamentals,Completed,100,2024-06-29,2024-06-29
P0027,2024-06,TRN001,Annual Security Awareness,Completed,100,2024-06-08,2024-06-29
P0027,2024-06,TRN002,Data Protection Essentials (GDPR),Completed,100,2024-06-16,2024-06-29
P0027,2024-06,TRN003,Workplace Harassment Prevention,Completed,100,2024-06-01,2024-06-29
P0027,2024-06,TRN004,Ethics & Compliance Fundamentals,Completed,100,2024-06-16,2024-06-29
P0028,2024-06,TRN001,Annual Security Awareness,Not Started,0,,2024-06-29
P0028,2024-06,TRN002,Data Protection Essentials (GDPR),Completed,100,2024-06-08,2024-06-29
P0028,2024-06,TRN003,Workplace Harassment Prevention,Completed,100,2024-06-21,2024-06-29
P0028,2024-06,TRN004,Ethics & Compliance Fundamentals,Completed,100,2024-06-23,2024-06-29
P0029,2024-06,TRN001,Annual Security Awareness,Completed,100,2024-06-02,2024-06-29
P0029,2024-06,TRN002,Data Protection Essentials (GDPR),Completed,100,2024-06-25,2024-06-29
P0029,2024-06,TRN003,Workplace Harassment Prevention,In Progress,56,,2024-06-29
P0029,2024-06,TRN004,Ethics & Compliance Fundamentals,Completed,100,2024-06-27,2024-06-29
P0030,2024-06,TRN001,Annual Security Awareness,Completed,100,2024-06-22,2024-06-29
P0030,2024-06,TRN002,Data Protection Essentials (GDPR),Completed,100,2024-06-13,2024-06-29
P0030,2024-06,TRN003,Workplace Harassment Prevention,Not Started,0,,2024-06-29
P0030,2024-06,TRN004,Ethics & Compliance Fundamentals,Completed,100,2024-06-09,2024-06-29
P0031,2024-06,TRN001,Annual Security Awareness,Completed,100,2024-06-11,2024-06-29
P0031,2024-06,TRN002,Data Protection Essentials (GDPR),In Progress,52,,2024-06-29
P0031,2024-06,TRN003,Workplace Harassment Prevention,Completed,100,2024-06-11,2024-06-29
P0031,2024-06,TRN004,Ethics & Compliance Fundamentals,In Progress,58,,2024-06-29
P0032,2024-06,TRN001,Annual Security Awareness,Not Started,0,,2024-06-29
P0032,2024-06,TRN002,Data Protection Essentials (GDPR),Completed,100,2024-06-29,2024-06-29
P0032,2024-06,TRN003,Workplace Harassment Prevention,Completed,100,2024-06-03,2024-06-29
P0032,2024-06,TRN004,Ethics & Compliance Fundamentals,Completed,100,2024-06-18,2024-06-29
P0033,2024-06,TRN001,Annual Security Awareness,Completed,100,2024-06-26,2024-06-29
P0033,2024-06,TRN002,Data Protection Essentials (GDPR),Completed,100,2024-06-14,2024-06-29
P0033,2024-06,TRN003,Workplace Harassment Prevention,Completed,100,2024-06-21,2024-06-29
P0033,2024-06,TRN004,Ethics & Compliance Fundamentals,Completed,100,2024-06-05,2024-06-29
P0034,2024-06,TRN001,Annual Security Awareness,Completed,100,2024-06-16,2024-06-29
P0034,2024-06,TRN002,Data Protection Essentials (GDPR),Completed,100,2024-06-10,2024-06-29
P0034,2024-06,TRN003,Workplace Harassment Prevention,Not Started,0,,2024-06-29
P0034,2024-06,TRN004,Ethics & Compliance Fundamentals,Completed,100,2024-06-17,2024-06-29
P0035,2024-06,TRN001,Annual Security Awareness,Completed,100,2024-06-14,2024-06-29
P0035,2024-06,TRN002,Data Protection Essentials (GDPR),Completed,100,2024-06-26,2024-06-29
P0035,2024-06,TRN003,Workplace Harassment Prevention,Not Started,0,,2024-06-29
P0035,2024-06,TRN004,Ethics & Compliance Fundamentals,Completed,100,2024-06-26,2024-06-29
P0036,2024-06,TRN001,Annual Security Awareness,Completed,100,2024-06-11,2024-06-29
P0036,2024-06,TRN002,Data Protection Essentials (GDPR),Completed,100,2024-06-13,2024-06-29
P0036,2024-06,TRN003,Workplace Harassment Prevention,Completed,100,2024-06-12,2024-06-29
P0036,2024-06,TRN004,Ethics & Compliance Fundamentals,Completed,100,2024-06-11,2024-06-29
P0037,2024-06,TRN001,Annual Security Awareness,Completed,100,2024-06-29,2024-06-29
P0037,2024-06,TRN002,Data Protection Essentials (GDPR),Completed,100,2024-05-31,2024-06-29
P0037,2024-06,TRN003,Workplace Harassment Prevention,Completed,100,2024-06-08,2024-06-29
P0037,2024-06,TRN004,Ethics & Compliance Fundamentals,Completed,100,2024-06-09,2024-06-29
P0038,2024-06,TRN001,Annual Security Awareness,Completed,100,2024-06-29,2024-06-29
P0038,2024-06,TRN002,Data Protection Essentials (GDPR),Completed,100,2024-06-19,2024-06-29
P0038,2024-06,TRN003,Workplace Harassment Prevention,In Progress,76,,2024-06-29
P0038,2024-06,TRN004,Ethics & Compliance Fundamentals,Completed,100,2024-06-10,2024-06-29
P0039,2024-06,TRN001,Annual Security Awareness,Completed,100,2024-06-24,2024-06-29
P0039,2024-06,TRN002,Data Protection Essentials (GDPR),Completed,100,2024-06-25,2024-06-29
P0039,2024-06,TRN003,Workplace Harassment Prevention,Completed,100,2024-06-14,2024-06-29
P0039,2024-06,TRN004,Ethics & Compliance Fundamentals,Completed,100,2024-06-28,2024-06-29
P0040,2024-06,TRN001,Annual Security Awareness,Completed,100,2024-06-15,2024-06-29
P0040,2024-06,TRN002,Data Protection Essentials (GDPR),Completed,100,2024-06-27,2024-06-29
P0040,2024-06,TRN003,Workplace Harassment Prevention,Completed,100,2024-06-23,2024-06-29
P0040,2024-06,TRN004,Ethics & Compliance Fundamentals,Completed,100,2024-06-14,2024-06-29
P0041,2024-06,TRN001,Annual Security Awareness,Completed,100,2024-06-19,2024-06-29
P0041,2024-06,TRN002,Data Protection Essentials (GDPR),In Progress,79,,2024-06-29
P0041,2024-06,TRN003,Workplace Harassment Prevention,Completed,100,2024-06-06,2024-06-29
P0041,2024-06,TRN004,Ethics & Compliance Fundamentals,Completed,100,2024-06-21,2024-06-29
P0042,2024-06,TRN001,Annual Security Awareness,Completed,100,2024-06-18,2024-06-29
P0042,2024-06,TRN002,Data Protection Essentials (GDPR),Completed,100,2024-06-13,2024-06-29
P0042,2024-06,TRN003,Workplace Harassment Prevention,Completed,100,2024-06-04,2024-06-29
P0042,2024-06,TRN004,Ethics & Compliance Fundamentals,Completed,100,2024-06-29,2024-06-29
P0043,2024-06,TRN001,Annual Security Awareness,Completed,100,2024-06-15,2024-06-29
P0043,2024-06,TRN002,Data Protection Essentials (GDPR),Not Started,0,,2024-06-29
P0043,2024-06,TRN003,Workplace Harassment Prevention,Completed,100,2024-06-14,2024-06-29
P0043,2024-06,TRN004,Ethics & Compliance Fundamentals,Completed,100,2024-05-31,2024-06-29
P0044,2024-06,TRN001,Annual Security Awareness,Completed,100,2024-06-09,2024-06-29
P0044,2024-06,TRN002,Data Protection Essentials (GDPR),Completed,100,2024-06-04,2024-06-29
P0044,2024-06,TRN003,Workplace Harassment Prevention,Completed,100,2024-06-02,2024-06-29
P0044,2024-06,TRN004,Ethics & Compliance Fundamentals,Completed,100,2024-06-15,2024-06-29
P0045,2024-06,TRN001,Annual Security Awareness,Not Started,0,,2024-06-29
P0045,2024-06,TRN002,Data Protection Essentials (GDPR),In Progress,48,,2024-06-29
P0045,2024-06,TRN003,Workplace Harassment Prevention,Completed,100,2024-06-16,2024-06-29
P0045,2024-06,TRN004,Ethics & Compliance Fundamentals,Completed,100,2024-06-23,2024-06-29
P0046,2024-06,TRN001,Annual Security Awareness,Completed,100,2024-06-16,2024-06-29
P0046,2024-06,TRN002,Data Protection Essentials (GDPR),Not Started,0,,2024-06-29
P0046,2024-06,TRN003,Workplace Harassment Prevention,Completed,100,2024-06-28,2024-06-29
P0046,2024-06,TRN004,Ethics & Compliance Fundamentals,Completed,100,2024-06-23,2024-06-29
P0047,2024-06,TRN001,Annual Security Awareness,Completed,100,2024-06-23,2024-06-29
P0047,2024-06,TRN002,Data Protection Essentials (GDPR),Completed,100,2024-06-28,2024-06-29
P0047,2024-06,TRN003,Workplace Harassment Prevention,Completed,100,2024-06-24,2024-06-29
P0047,2024-06,TRN004,Ethics & Compliance Fundamentals,Completed,100,2024-06-10,2024-06-29
P0048,2024-06,TRN001,Annual Security Awareness,Completed,100,2024-06-19,2024-06-29
P0048,2024-06,TRN002,Data Protection Essentials (GDPR),Completed,100,2024-06-05,2024-06-29
P0048,2024-06,TRN003,Workplace Harassment Prevention,In Progress,85,,2024-06-29
P0048,2024-06,TRN004,Ethics & Compliance Fundamentals,Completed,100,2024-06-22,2024-06-29
P0049,2024-06,TRN001,Annual Security Awareness,Completed,100,2024-06-16,2024-06-29
P0049,2024-06,TRN002,Data Protection Essentials (GDPR),Completed,100,2024-06-27,2024-06-29
P0049,2024-06,TRN003,Workplace Harassment Prevention,Completed,100,2024-06-19,2024-06-29
P0049,2024-06,TRN004,Ethics & Compliance Fundamentals,Completed,100,2024-06-23,2024-06-29
P0050,2024-06,TRN001,Annual Security Awareness,Completed,100,2024-06-05,2024-06-29
P0050,2024-06,TRN002,Data Protection Essentials (GDPR),Completed,100,2024-06-13,2024-06-29
P0050,2024-06,TRN003,Workplace Harassment Prevention,Completed,100,2024-06-17,2024-06-29
P0050,2024-06,TRN004,Ethics & Compliance Fundamentals,Not Started,0,,2024-06-29
P0051,2024-06,TRN001,Annual Security Awareness,Not Started,0,,2024-06-29
P0051,2024-06,TRN002,Data Protection Essentials (GDPR),Completed,100,2024-06-14,2024-06-29
P0051,2024-06,TRN003,Workplace Harassment Prevention,Completed,100,2024-06-02,2024-06-29
P0051,2024-06,TRN004,Ethics & Compliance Fundamentals,Completed,100,2024-06-21,2024-06-29
P0052,2024-06,TRN001,Annual Security Awareness,Completed,100,2024-06-23,2024-06-29
P0052,2024-06,TRN002,Data Protection Essentials (GDPR),Completed,100,2024-06-09,2024-06-29
P0052,2024-06,TRN003,Workplace Harassment Prevention,Not Started,0,,2024-06-29
P0052,2024-06,TRN004,Ethics & Compliance Fundamentals,Completed,100,2024-06-07,2024-06-29
P0053,2024-06,TRN001,Annual Security Awareness,Completed,100,2024-06-08,2024-06-29
P0053,2024-06,TRN002,Data Protection Essentials (GDPR),Completed,100,2024-06-08,2024-06-29
P0053,2024-06,TRN003,Workplace Harassment Prevention,Completed,100,2024-06-07,2024-06-29
P0053,2024-06,TRN004,Ethics & Compliance Fundamentals,Completed,100,2024-06-20,2024-06-29
P0054,2024-06,TRN001,Annual Security Awareness,Completed,100,2024-06-08,2024-06-29
P0054,2024-06,TRN002,Data Protection Essentials (GDPR),Completed,100,2024-06-12,2024-06-29
P0054,2024-06,TRN003,Workplace Harassment Prevention,Completed,100,2024-06-25,2024-06-29
P0054,2024-06,TRN004,Ethics & Compliance Fundamentals,Completed,100,2024-06-22,2024-06-29
P0055,2024-06,TRN001,Annual Security Awareness,Completed,100,2024-06-24,2024-06-29
P0055,2024-06,TRN002,Data Protection Essentials (GDPR),Completed,100,2024-06-23,2024-06-29
P0055,2024-06,TRN003,Workplace Harassment Prevention,Completed,100,2024-06-12,2024-06-29
P0055,2024-06,TRN004,Ethics & Compliance Fundamentals,Completed,100,2024-06-18,2024-06-29
P0056,2024-06,TRN001,Annual Security Awareness,Completed,100,2024-06-10,2024-06-29
P0056,2024-06,TRN002,Data Protection Essentials (GDPR),Completed,100,2024-06-11,2024-06-29
P0056,2024-06,TRN003,Workplace Harassment Prevention,Completed,100,2024-06-21,2024-06-29
P0056,2024-06,TRN004,Ethics & Compliance Fundamentals,Completed,100,2024-06-19,2024-06-29
P0057,2024-06,TRN001,Annual Security Awareness,Completed,100,2024-06-04,2024-06-29
P0057,2024-06,TRN002,Data Protection Essentials (GDPR),Completed,100,2024-06-15,2024-06-29
P0057,2024-06,TRN003,Workplace Harassment Prevention,Completed,100,2024-06-05,2024-06-29
P0057,2024-06,TRN004,Ethics & Compliance Fundamentals,Completed,100,2024-06-15,2024-06-29
P0058,2024-06,TRN001,Annual Security Awareness,Completed,100,2024-06-08,2024-06-29
P0058,2024-06,TRN002,Data Protection Essentials (GDPR),Completed,100,2024-06-21,2024-06-29
P0058,2024-06,TRN003,Workplace Harassment Prevention,Not Started,0,,2024-06-29
P0058,2024-06,TRN004,Ethics & Compliance Fundamentals,Completed,100,2024-06-09,2024-06-29
P0059,2024-06,TRN001,Annual Security Awareness,Completed,100,2024-06-29,2024-06-29
P0059,2024-06,TRN002,Data Protection Essentials (GDPR),In Progress,69,,2024-06-29
P0059,2024-06,TRN003,Workplace Harassment Prevention,Completed,100,2024-06-23,2024-06-29
P0059,2024-06,TRN004,Ethics & Compliance Fundamentals,Not Started,0,,2024-06-29
P0060,2024-06,TRN001,Annual Security Awareness,Completed,100,2024-05-31,2024-06-29
P0060,2024-06,TRN002,Data Protection Essentials (GDPR),Completed,100,2024-06-07,2024-06-29
P0060,2024-06,TRN003,Workplace Harassment Prevention,Completed,100,2024-06-11,2024-06-29
P0060,2024-06,TRN004,Ethics & Compliance Fundamentals,Completed,100,2024-06-08,2024-06-29
P0061,2024-06,TRN001,Annual Security Awareness,Completed,100,2024-06-01,2024-06-29
P0061,2024-06,TRN002,Data Protection Essentials (GDPR),Completed,100,2024-06-04,2024-06-29
P0061,2024-06,TRN003,Workplace Harassment Prevention,Completed,100,2024-06-14,2024-06-29
P0061,2024-06,TRN004,Ethics & Compliance Fundamentals,Completed,100,2024-06-28,2024-06-29
P0062,2024-06,TRN001,Annual Security Awareness,In Progress,72,,2024-06-29
P0062,2024-06,TRN002,Data Protection Essentials (GDPR),Completed,100,2024-06-13,2024-06-29
P0062,2024-06,TRN003,Workplace Harassment Prevention,In Progress,86,,2024-06-29
P0062,2024-06,TRN004,Ethics & Compliance Fundamentals,Completed,100,2024-06-20,2024-06-29
P0063,2024-06,TRN001,Annual Security Awareness,Completed,100,2024-06-07,2024-06-29
P0063,2024-06,TRN002,Data Protection Essentials (GDPR),Completed,100,2024-06-19,2024-06-29
P0063,2024-06,TRN003,Workplace Harassment Prevention,In Progress,67,,2024-06-29
P0063,2024-06,TRN004,Ethics & Compliance Fundamentals,In Progress,60,,2024-06-29
P0064,2024-06,TRN001,Annual Security Awareness,In Progress,88,,2024-06-29
P0064,2024-06,TRN002,Data Protection Essentials (GDPR),Completed,100,2024-06-16,2024-06-29
P0064,2024-06,TRN003,Workplace Harassment Prevention,Completed,100,2024-05-31,2024-06-29
P0064,2024-06,TRN004,Ethics & Compliance Fundamentals,Completed,100,2024-06-29,2024-06-29
P0065,2024-06,TRN001,Annual Security Awareness,Completed,100,2024-06-23,2024-06-29
P0065,2024-06,TRN002,Data Protection Essentials (GDPR),Completed,100,2024-05-31,2024-06-29
P0065,2024-06,TRN003,Workplace Harassment Prevention,Completed,100,2024-06-05,2024-06-29
P0065,2024-06,TRN004,Ethics & Compliance Fundamentals,Completed,100,2024-06-03,2024-06-29
P0066,2024-06,TRN001,Annual Security Awareness,Completed,100,2024-06-07,2024-06-29
P0066,2024-06,TRN002,Data Protection Essentials (GDPR),Completed,100,2024-06-28,2024-06-29
P0066,2024-06,TRN003,Workplace Harassment Prevention,Completed,100,2024-06-21,2024-06-29
P0066,2024-06,TRN004,Ethics & Compliance Fundamentals,Completed,100,2024-06-24,2024-06-29
P0067,2024-06,TRN001,Annual Security Awareness,In Progress,68,,2024-06-29
P0067,2024-06,TRN002,Data Protection Essentials (GDPR),Completed,100,2024-06-17,2024-06-29
P0067,2024-06,TRN003,Workplace Harassment Prevention,In Progress,37,,2024-06-29
P0067,2024-06,TRN004,Ethics & Compliance Fundamentals,Completed,100,2024-06-04,2024-06-29
P0068,2024-06,TRN001,Annual Security Awareness,Completed,100,2024-06-12,2024-06-29
P0068,2024-06,TRN002,Data Protection Essentials (GDPR),Completed,100,2024-06-28,2024-06-29
P0068,2024-06,TRN003,Workplace Harassment Prevention,Completed,100,2024-06-09,2024-06-29
P0068,2024-06,TRN004,Ethics & Compliance Fundamentals,Completed,100,2024-06-10,2024-06-29
P0069,2024-06,TRN001,Annual Security Awareness,In Progress,33,,2024-06-29
P0069,2024-06,TRN002,Data Protection Essentials (GDPR),In Progress,59,,2024-06-29
P0069,2024-06,TRN003,Workplace Harassment Prevention,Completed,100,2024-06-09,2024-06-29
P0069,2024-06,TRN004,Ethics & Compliance Fundamentals,Completed,100,2024-06-11,2024-06-29
P0070,2024-06,TRN001,Annual Security Awareness,Completed,100,2024-06-20,2024-06-29
P0070,2024-06,TRN002,Data Protection Essentials (GDPR),Completed,100,2024-06-05,2024-06-29
P0070,2024-06,TRN003,Workplace Harassment Prevention,Completed,100,2024-06-16,2024-06-29
P0070,2024-06,TRN004,Ethics & Compliance Fundamentals,Completed,100,2024-06-12,2024-06-29
P0071,2024-06,TRN001,Annual Security Awareness,Completed,100,2024-06-12,2024-06-29
P0071,2024-06,TRN002,Data Protection Essentials (GDPR),Completed,100,2024-06-14,2024-06-29
P0071,2024-06,TRN003,Workplace Harassment Prevention,Completed,100,2024-06-22,2024-06-29
P0071,2024-06,TRN004,Ethics & Compliance Fundamentals,Completed,100,2024-05-31,2024-06-29
P0072,2024-06,TRN001,Annual Security Awareness,Completed,100,2024-06-08,2024-06-29
P0072,2024-06,TRN002,Data Protection Essentials (GDPR),Completed,100,2024-06-20,2024-06-29
P0072,2024-06,TRN003,Workplace Harassment Prevention,Completed,100,2024-06-24,2024-06-29
P0072,2024-06,TRN004,Ethics & Compliance Fundamentals,Not Started,0,,2024-06-29
P0073,2024-06,TRN001,Annual Security Awareness,Completed,100,2024-06-23,2024-06-29
P0073,2024-06,TRN002,Data Protection Essentials (GDPR),Completed,100,2024-06-20,2024-06-29
P0073,2024-06,TRN003,Workplace Harassment Prevention,Not Started,0,,2024-06-29
P0073,2024-06,TRN004,Ethics & Compliance Fundamentals,Completed,100,2024-06-15,2024-06-29
P0074,2024-06,TRN001,Annual Security Awareness,Completed,100,2024-06-04,2024-06-29
P0074,2024-06,TRN002,Data Protection Essentials (GDPR),Completed,100,2024-06-14,2024-06-29
P0074,2024-06,TRN003,Workplace Harassment Prevention,Completed,100,2024-06-14,2024-06-29
P0074,2024-06,TRN004,Ethics & Compliance Fundamentals,Completed,100,2024-06-14,2024-06-29
P0075,2024-06,TRN001,Annual Security Awareness,Completed,100,2024-06-29,2024-06-29
P0075,2024-06,TRN002,Data Protection Essentials (GDPR),Completed,100,2024-06-01,2024-06-29
P0075,2024-06,TRN003,Workplace Harassment Prevention,Completed,100,2024-06-08,2024-06-29
P0075,2024-06,TRN004,Ethics & Compliance Fundamentals,Completed,100,2024-06-18,2024-06-29
P0076,2024-06,TRN001,Annual Security Awareness,In Progress,51,,2024-06-29
P0076,2024-06,TRN002,Data Protection Essentials (GDPR),Completed,100,2024-06-09,2024-06-29
P0076,2024-06,TRN003,Workplace Harassment Prevention,Completed,100,2024-06-26,2024-06-29
P0076,2024-06,TRN004,Ethics & Compliance Fundamentals,Completed,100,2024-06-19,2024-06-29
P0077,2024-06,TRN001,Annual Security Awareness,Not Started,0,,2024-06-29
P0077,2024-06,TRN002,Data Protection Essentials (GDPR),Completed,100,2024-06-27,2024-06-29
P0077,2024-06,TRN003,Workplace Harassment Prevention,Completed,100,2024-06-15,2024-06-29
P0077,2024-06,TRN004,Ethics & Compliance Fundamentals,Completed,100,2024-06-26,2024-06-29
P0078,2024-06,TRN001,Annual Security Awareness,Not Started,0,,2024-06-29
P0078,2024-06,TRN002,Data Protection Essentials (GDPR),Completed,100,2024-06-16,2024-06-29
P0078,2024-06,TRN003,Workplace Harassment Prevention,Completed,100,2024-06-10,2024-06-29
P0078,2024-06,TRN004,Ethics & Compliance Fundamentals,Completed,100,2024-06-29,2024-06-29
P0079,2024-06,TRN001,Annual Security Awareness,In Progress,84,,2024-06-29
P0079,2024-06,TRN002,Data Protection Essentials (GDPR),Completed,100,2024-06-27,2024-06-29
P0079,2024-06,TRN003,Workplace Harassment Prevention,Completed,100,2024-06-26,2024-06-29
P0079,2024-06,TRN004,Ethics & Compliance Fundamentals,Completed,100,2024-06-19,2024-06-29
P0080,2024-06,TRN001,Annual Security Awareness,Completed,100,2024-06-21,2024-06-29
P0080,2024-06,TRN002,Data Protection Essentials (GDPR),Completed,100,2024-06-27,2024-06-29
P0080,2024-06,TRN003,Workplace Harassment Prevention,Completed,100,2024-06-01,2024-06-29
P0080,2024-06,TRN004,Ethics & Compliance Fundamentals,Completed,100,2024-06-07,2024-06-29
P0081,2024-06,TRN001,Annual Security Awareness,Completed,100,2024-06-06,2024-06-29
P0081,2024-06,TRN002,Data Protection Essentials (GDPR),Completed,100,2024-06-13,2024-06-29
P0081,2024-06,TRN003,Workplace Harassment Prevention,In Progress,47,,2024-06-29
